ix;iy;n_muestras;area_m2;densidad;centroid_lat;centroid_lon;minx;miny;maxx;maxy
41,000000;167,000000;3,000000;10000,000000;0,000300;6,231127;-75,612902;432148,364560;688743,270389;432248,364560;688843,270389
41,000000;168,000000;2,000000;10000,000000;0,000200;6,232031;-75,612903;432148,364560;688843,270389;432248,364560;688943,270389
41,000000;169,000000;5,000000;10000,000000;0,000500;6,232936;-75,612904;432148,364560;688943,270389;432248,364560;689043,270389
41,000000;170,000000;4,000000;10000,000000;0,000400;6,233840;-75,612905;432148,364560;689043,270389;432248,364560;689143,270389
41,000000;198,000000;1,000000;10000,000000;0,000100;6,259168;-75,612934;432148,364560;691843,270389;432248,364560;691943,270389
41,000000;200,000000;1,000000;10000,000000;0,000100;6,260977;-75,612936;432148,364560;692043,270389;432248,364560;692143,270389
42,000000;95,000000;1,000000;10000,000000;0,000100;6,165998;-75,611923;432248,364560;681543,270389;432348,364560;681643,270389
42,000000;96,000000;7,000000;10000,000000;0,000700;6,166903;-75,611924;432248,364560;681643,270389;432348,364560;681743,270389
42,000000;97,000000;3,000000;10000,000000;0,000300;6,167807;-75,611925;432248,364560;681743,270389;432348,364560;681843,270389
42,000000;98,000000;1,000000;10000,000000;0,000100;6,168712;-75,611926;432248,364560;681843,270389;432348,364560;681943,270389
42,000000;106,000000;3,000000;10000,000000;0,000300;6,175949;-75,611934;432248,364560;682643,270389;432348,364560;682743,270389
42,000000;108,000000;1,000000;10000,000000;0,000100;6,177758;-75,611936;432248,364560;682843,270389;432348,364560;682943,270389
42,000000;109,000000;2,000000;10000,000000;0,000200;6,178662;-75,611937;432248,364560;682943,270389;432348,364560;683043,270389
42,000000;111,000000;1,000000;10000,000000;0,000100;6,180472;-75,611939;432248,364560;683143,270389;432348,364560;683243,270389
42,000000;112,000000;2,000000;10000,000000;0,000200;6,181376;-75,611940;432248,364560;683243,270389;432348,364560;683343,270389
42,000000;113,000000;1,000000;10000,000000;0,000100;6,182281;-75,611941;432248,364560;683343,270389;432348,364560;683443,270389
42,000000;114,000000;7,000000;10000,000000;0,000700;6,183185;-75,611942;432248,364560;683443,270389;432348,364560;683543,270389
42,000000;169,000000;2,000000;10000,000000;0,000200;6,232937;-75,612000;432248,364560;688943,270389;432348,364560;689043,270389
42,000000;170,000000;4,000000;10000,000000;0,000400;6,233841;-75,612001;432248,364560;689043,270389;432348,364560;689143,270389
42,000000;171,000000;1,000000;10000,000000;0,000100;6,234746;-75,612002;432248,364560;689143,270389;432348,364560;689243,270389
42,000000;195,000000;1,000000;10000,000000;0,000100;6,256456;-75,612027;432248,364560;691543,270389;432348,364560;691643,270389
42,000000;196,000000;3,000000;10000,000000;0,000300;6,257360;-75,612028;432248,364560;691643,270389;432348,364560;691743,270389
42,000000;197,000000;2,000000;10000,000000;0,000200;6,258265;-75,612029;432248,364560;691743,270389;432348,364560;691843,270389
42,000000;199,000000;2,000000;10000,000000;0,000200;6,260074;-75,612031;432248,364560;691943,270389;432348,364560;692043,270389
43,000000;96,000000;1,000000;10000,000000;0,000100;6,166904;-75,611020;432348,364560;681643,270389;432448,364560;681743,270389
43,000000;97,000000;1,000000;10000,000000;0,000100;6,167808;-75,611021;432348,364560;681743,270389;432448,364560;681843,270389
43,000000;98,000000;3,000000;10000,000000;0,000300;6,168713;-75,611022;432348,364560;681843,270389;432448,364560;681943,270389
43,000000;113,000000;5,000000;10000,000000;0,000500;6,182282;-75,611038;432348,364560;683343,270389;432448,364560;683443,270389
43,000000;170,000000;6,000000;10000,000000;0,000600;6,233842;-75,611097;432348,364560;689043,270389;432448,364560;689143,270389
43,000000;171,000000;3,000000;10000,000000;0,000300;6,234747;-75,611098;432348,364560;689143,270389;432448,364560;689243,270389
43,000000;198,000000;2,000000;10000,000000;0,000200;6,259170;-75,611126;432348,364560;691843,270389;432448,364560;691943,270389
43,000000;199,000000;1,000000;10000,000000;0,000100;6,260075;-75,611127;432348,364560;691943,270389;432448,364560;692043,270389
44,000000;96,000000;1,000000;10000,000000;0,000100;6,166905;-75,610116;432448,364560;681643,270389;432548,364560;681743,270389
44,000000;97,000000;1,000000;10000,000000;0,000100;6,167810;-75,610117;432448,364560;681743,270389;432548,364560;681843,270389
44,000000;108,000000;2,000000;10000,000000;0,000200;6,177760;-75,610128;432448,364560;682843,270389;432548,364560;682943,270389
44,000000;111,000000;5,000000;10000,000000;0,000500;6,180474;-75,610132;432448,364560;683143,270389;432548,364560;683243,270389
44,000000;112,000000;1,000000;10000,000000;0,000100;6,181378;-75,610133;432448,364560;683243,270389;432548,364560;683343,270389
44,000000;113,000000;1,000000;10000,000000;0,000100;6,182283;-75,610134;432448,364560;683343,270389;432548,364560;683443,270389
44,000000;114,000000;2,000000;10000,000000;0,000200;6,183187;-75,610135;432448,364560;683443,270389;432548,364560;683543,270389
44,000000;196,000000;5,000000;10000,000000;0,000500;6,257362;-75,610220;432448,364560;691643,270389;432548,364560;691743,270389
44,000000;197,000000;1,000000;10000,000000;0,000100;6,258267;-75,610221;432448,364560;691743,270389;432548,364560;691843,270389
44,000000;198,000000;4,000000;10000,000000;0,000400;6,259171;-75,610222;432448,364560;691843,270389;432548,364560;691943,270389
44,000000;199,000000;5,000000;10000,000000;0,000500;6,260076;-75,610223;432448,364560;691943,270389;432548,364560;692043,270389
44,000000;200,000000;1,000000;10000,000000;0,000100;6,260981;-75,610224;432448,364560;692043,270389;432548,364560;692143,270389
45,000000;108,000000;1,000000;10000,000000;0,000100;6,177761;-75,609225;432548,364560;682843,270389;432648,364560;682943,270389
45,000000;110,000000;2,000000;10000,000000;0,000200;6,179570;-75,609227;432548,364560;683043,270389;432648,364560;683143,270389
45,000000;111,000000;6,000000;10000,000000;0,000600;6,180475;-75,609228;432548,364560;683143,270389;432648,364560;683243,270389
45,000000;112,000000;1,000000;10000,000000;0,000100;6,181379;-75,609229;432548,364560;683243,270389;432648,364560;683343,270389
45,000000;113,000000;1,000000;10000,000000;0,000100;6,182284;-75,609230;432548,364560;683343,270389;432648,364560;683443,270389
45,000000;167,000000;2,000000;10000,000000;0,000200;6,231131;-75,609286;432548,364560;688743,270389;432648,364560;688843,270389
45,000000;168,000000;1,000000;10000,000000;0,000100;6,232035;-75,609287;432548,364560;688843,270389;432648,364560;688943,270389
45,000000;172,000000;1,000000;10000,000000;0,000100;6,235654;-75,609291;432548,364560;689243,270389;432648,364560;689343,270389
45,000000;195,000000;1,000000;10000,000000;0,000100;6,256459;-75,609315;432548,364560;691543,270389;432648,364560;691643,270389
45,000000;196,000000;6,000000;10000,000000;0,000600;6,257363;-75,609316;432548,364560;691643,270389;432648,364560;691743,270389
45,000000;198,000000;1,000000;10000,000000;0,000100;6,259172;-75,609318;432548,364560;691843,270389;432648,364560;691943,270389
45,000000;200,000000;5,000000;10000,000000;0,000500;6,260982;-75,609320;432548,364560;692043,270389;432648,364560;692143,270389
45,000000;201,000000;3,000000;10000,000000;0,000300;6,261886;-75,609322;432548,364560;692143,270389;432648,364560;692243,270389
46,000000;109,000000;2,000000;10000,000000;0,000200;6,178667;-75,608322;432648,364560;682943,270389;432748,364560;683043,270389
46,000000;110,000000;2,000000;10000,000000;0,000200;6,179571;-75,608323;432648,364560;683043,270389;432748,364560;683143,270389
46,000000;111,000000;2,000000;10000,000000;0,000200;6,180476;-75,608324;432648,364560;683143,270389;432748,364560;683243,270389
46,000000;112,000000;3,000000;10000,000000;0,000300;6,181380;-75,608325;432648,364560;683243,270389;432748,364560;683343,270389
46,000000;156,000000;2,000000;10000,000000;0,000200;6,221181;-75,608371;432648,364560;687643,270389;432748,364560;687743,270389
46,000000;165,000000;1,000000;10000,000000;0,000100;6,229323;-75,608380;432648,364560;688543,270389;432748,364560;688643,270389
46,000000;166,000000;1,000000;10000,000000;0,000100;6,230227;-75,608381;432648,364560;688643,270389;432748,364560;688743,270389
46,000000;167,000000;1,000000;10000,000000;0,000100;6,231132;-75,608382;432648,364560;688743,270389;432748,364560;688843,270389
46,000000;168,000000;1,000000;10000,000000;0,000100;6,232036;-75,608383;432648,364560;688843,270389;432748,364560;688943,270389
46,000000;171,000000;4,000000;10000,000000;0,000400;6,234750;-75,608386;432648,364560;689143,270389;432748,364560;689243,270389
46,000000;172,000000;3,000000;10000,000000;0,000300;6,235655;-75,608387;432648,364560;689243,270389;432748,364560;689343,270389
46,000000;173,000000;10,000000;10000,000000;0,001000;6,236559;-75,608388;432648,364560;689343,270389;432748,364560;689443,270389
46,000000;195,000000;2,000000;10000,000000;0,000200;6,256460;-75,608411;432648,364560;691543,270389;432748,364560;691643,270389
46,000000;196,000000;8,000000;10000,000000;0,000800;6,257364;-75,608412;432648,364560;691643,270389;432748,364560;691743,270389
46,000000;197,000000;1,000000;10000,000000;0,000100;6,258269;-75,608413;432648,364560;691743,270389;432748,364560;691843,270389
46,000000;198,000000;4,000000;10000,000000;0,000400;6,259174;-75,608414;432648,364560;691843,270389;432748,364560;691943,270389
46,000000;199,000000;3,000000;10000,000000;0,000300;6,260078;-75,608415;432648,364560;691943,270389;432748,364560;692043,270389
47,000000;107,000000;1,000000;10000,000000;0,000100;6,176858;-75,607416;432748,364560;682743,270389;432848,364560;682843,270389
47,000000;109,000000;2,000000;10000,000000;0,000200;6,178668;-75,607418;432748,364560;682943,270389;432848,364560;683043,270389
47,000000;110,000000;1,000000;10000,000000;0,000100;6,179572;-75,607419;432748,364560;683043,270389;432848,364560;683143,270389
47,000000;111,000000;2,000000;10000,000000;0,000200;6,180477;-75,607420;432748,364560;683143,270389;432848,364560;683243,270389
47,000000;112,000000;1,000000;10000,000000;0,000100;6,181381;-75,607421;432748,364560;683243,270389;432848,364560;683343,270389
47,000000;113,000000;2,000000;10000,000000;0,000200;6,182286;-75,607422;432748,364560;683343,270389;432848,364560;683443,270389
47,000000;155,000000;1,000000;10000,000000;0,000100;6,220278;-75,607466;432748,364560;687543,270389;432848,364560;687643,270389
47,000000;157,000000;1,000000;10000,000000;0,000100;6,222087;-75,607468;432748,364560;687743,270389;432848,364560;687843,270389
47,000000;158,000000;1,000000;10000,000000;0,000100;6,222992;-75,607469;432748,364560;687843,270389;432848,364560;687943,270389
47,000000;165,000000;1,000000;10000,000000;0,000100;6,229324;-75,607476;432748,364560;688543,270389;432848,364560;688643,270389
47,000000;166,000000;4,000000;10000,000000;0,000400;6,230228;-75,607477;432748,364560;688643,270389;432848,364560;688743,270389
47,000000;168,000000;2,000000;10000,000000;0,000200;6,232037;-75,607479;432748,364560;688843,270389;432848,364560;688943,270389
47,000000;169,000000;3,000000;10000,000000;0,000300;6,232942;-75,607480;432748,364560;688943,270389;432848,364560;689043,270389
47,000000;171,000000;3,000000;10000,000000;0,000300;6,234751;-75,607482;432748,364560;689143,270389;432848,364560;689243,270389
47,000000;172,000000;3,000000;10000,000000;0,000300;6,235656;-75,607483;432748,364560;689243,270389;432848,364560;689343,270389
47,000000;173,000000;6,000000;10000,000000;0,000600;6,236560;-75,607484;432748,364560;689343,270389;432848,364560;689443,270389
47,000000;196,000000;3,000000;10000,000000;0,000300;6,257365;-75,607508;432748,364560;691643,270389;432848,364560;691743,270389
47,000000;198,000000;1,000000;10000,000000;0,000100;6,259175;-75,607510;432748,364560;691843,270389;432848,364560;691943,270389
48,000000;108,000000;4,000000;10000,000000;0,000400;6,177764;-75,606513;432848,364560;682843,270389;432948,364560;682943,270389
48,000000;109,000000;7,000000;10000,000000;0,000700;6,178669;-75,606514;432848,364560;682943,270389;432948,364560;683043,270389
48,000000;112,000000;3,000000;10000,000000;0,000300;6,181382;-75,606517;432848,364560;683243,270389;432948,364560;683343,270389
48,000000;113,000000;1,000000;10000,000000;0,000100;6,182287;-75,606518;432848,364560;683343,270389;432948,364560;683443,270389
48,000000;155,000000;1,000000;10000,000000;0,000100;6,220279;-75,606562;432848,364560;687543,270389;432948,364560;687643,270389
48,000000;157,000000;1,000000;10000,000000;0,000100;6,222088;-75,606564;432848,364560;687743,270389;432948,364560;687843,270389
48,000000;158,000000;2,000000;10000,000000;0,000200;6,222993;-75,606565;432848,364560;687843,270389;432948,364560;687943,270389
48,000000;165,000000;6,000000;10000,000000;0,000600;6,229325;-75,606572;432848,364560;688543,270389;432948,364560;688643,270389
48,000000;166,000000;1,000000;10000,000000;0,000100;6,230229;-75,606573;432848,364560;688643,270389;432948,364560;688743,270389
48,000000;169,000000;1,000000;10000,000000;0,000100;6,232943;-75,606576;432848,364560;688943,270389;432948,364560;689043,270389
48,000000;170,000000;2,000000;10000,000000;0,000200;6,233848;-75,606577;432848,364560;689043,270389;432948,364560;689143,270389
48,000000;171,000000;3,000000;10000,000000;0,000300;6,234752;-75,606578;432848,364560;689143,270389;432948,364560;689243,270389
48,000000;191,000000;1,000000;10000,000000;0,000100;6,252844;-75,606599;432848,364560;691143,270389;432948,364560;691243,270389
48,000000;196,000000;4,000000;10000,000000;0,000400;6,257366;-75,606604;432848,364560;691643,270389;432948,364560;691743,270389
49,000000;109,000000;1,000000;10000,000000;0,000100;6,178670;-75,605610;432948,364560;682943,270389;433048,364560;683043,270389
49,000000;110,000000;2,000000;10000,000000;0,000200;6,179574;-75,605611;432948,364560;683043,270389;433048,364560;683143,270389
49,000000;113,000000;4,000000;10000,000000;0,000400;6,182288;-75,605614;432948,364560;683343,270389;433048,364560;683443,270389
49,000000;116,000000;1,000000;10000,000000;0,000100;6,185002;-75,605618;432948,364560;683643,270389;433048,364560;683743,270389
49,000000;117,000000;2,000000;10000,000000;0,000200;6,185906;-75,605619;432948,364560;683743,270389;433048,364560;683843,270389
49,000000;158,000000;1,000000;10000,000000;0,000100;6,222994;-75,605661;432948,364560;687843,270389;433048,364560;687943,270389
49,000000;165,000000;1,000000;10000,000000;0,000100;6,229326;-75,605668;432948,364560;688543,270389;433048,364560;688643,270389
49,000000;171,000000;3,000000;10000,000000;0,000300;6,234753;-75,605674;432948,364560;689143,270389;433048,364560;689243,270389
49,000000;197,000000;3,000000;10000,000000;0,000300;6,258272;-75,605701;432948,364560;691743,270389;433048,364560;691843,270389
49,000000;199,000000;6,000000;10000,000000;0,000600;6,260081;-75,605704;432948,364560;691943,270389;433048,364560;692043,270389
50,000000;112,000000;1,000000;10000,000000;0,000100;6,181384;-75,604710;433048,364560;683243,270389;433148,364560;683343,270389
50,000000;113,000000;1,000000;10000,000000;0,000100;6,182289;-75,604711;433048,364560;683343,270389;433148,364560;683443,270389
50,000000;115,000000;3,000000;10000,000000;0,000300;6,184098;-75,604713;433048,364560;683543,270389;433148,364560;683643,270389
50,000000;117,000000;1,000000;10000,000000;0,000100;6,185907;-75,604715;433048,364560;683743,270389;433148,364560;683843,270389
50,000000;157,000000;3,000000;10000,000000;0,000300;6,222090;-75,604756;433048,364560;687743,270389;433148,364560;687843,270389
50,000000;159,000000;1,000000;10000,000000;0,000100;6,223899;-75,604758;433048,364560;687943,270389;433148,364560;688043,270389
50,000000;166,000000;2,000000;10000,000000;0,000200;6,230231;-75,604765;433048,364560;688643,270389;433148,364560;688743,270389
50,000000;167,000000;2,000000;10000,000000;0,000200;6,231136;-75,604766;433048,364560;688743,270389;433148,364560;688843,270389
50,000000;190,000000;3,000000;10000,000000;0,000300;6,251941;-75,604790;433048,364560;691043,270389;433148,364560;691143,270389
50,000000;191,000000;1,000000;10000,000000;0,000100;6,252846;-75,604791;433048,364560;691143,270389;433148,364560;691243,270389
50,000000;192,000000;1,000000;10000,000000;0,000100;6,253750;-75,604792;433048,364560;691243,270389;433148,364560;691343,270389
50,000000;193,000000;2,000000;10000,000000;0,000200;6,254655;-75,604793;433048,364560;691343,270389;433148,364560;691443,270389
50,000000;194,000000;1,000000;10000,000000;0,000100;6,255559;-75,604794;433048,364560;691443,270389;433148,364560;691543,270389
50,000000;195,000000;1,000000;10000,000000;0,000100;6,256464;-75,604795;433048,364560;691543,270389;433148,364560;691643,270389
50,000000;197,000000;2,000000;10000,000000;0,000200;6,258273;-75,604797;433048,364560;691743,270389;433148,364560;691843,270389
50,000000;198,000000;4,000000;10000,000000;0,000400;6,259178;-75,604798;433048,364560;691843,270389;433148,364560;691943,270389
50,000000;200,000000;3,000000;10000,000000;0,000300;6,260987;-75,604801;433048,364560;692043,270389;433148,364560;692143,270389
51,000000;112,000000;2,000000;10000,000000;0,000200;6,181385;-75,603806;433148,364560;683243,270389;433248,364560;683343,270389
51,000000;113,000000;2,000000;10000,000000;0,000200;6,182290;-75,603807;433148,364560;683343,270389;433248,364560;683443,270389
51,000000;114,000000;1,000000;10000,000000;0,000100;6,183195;-75,603808;433148,364560;683443,270389;433248,364560;683543,270389
51,000000;115,000000;3,000000;10000,000000;0,000300;6,184099;-75,603809;433148,364560;683543,270389;433248,364560;683643,270389
51,000000;116,000000;2,000000;10000,000000;0,000200;6,185004;-75,603810;433148,364560;683643,270389;433248,364560;683743,270389
51,000000;158,000000;2,000000;10000,000000;0,000200;6,222996;-75,603853;433148,364560;687843,270389;433248,364560;687943,270389
51,000000;159,000000;8,000000;10000,000000;0,000800;6,223900;-75,603854;433148,364560;687943,270389;433248,364560;688043,270389
51,000000;168,000000;2,000000;10000,000000;0,000200;6,232042;-75,603863;433148,364560;688843,270389;433248,364560;688943,270389
51,000000;189,000000;1,000000;10000,000000;0,000100;6,251038;-75,603885;433148,364560;690943,270389;433248,364560;691043,270389
51,000000;190,000000;1,000000;10000,000000;0,000100;6,251942;-75,603886;433148,364560;691043,270389;433248,364560;691143,270389
51,000000;192,000000;3,000000;10000,000000;0,000300;6,253751;-75,603888;433148,364560;691243,270389;433248,364560;691343,270389
51,000000;193,000000;1,000000;10000,000000;0,000100;6,254656;-75,603889;433148,364560;691343,270389;433248,364560;691443,270389
51,000000;194,000000;3,000000;10000,000000;0,000300;6,255560;-75,603890;433148,364560;691443,270389;433248,364560;691543,270389
51,000000;196,000000;2,000000;10000,000000;0,000200;6,257370;-75,603892;433148,364560;691643,270389;433248,364560;691743,270389
51,000000;199,000000;3,000000;10000,000000;0,000300;6,260083;-75,603896;433148,364560;691943,270389;433248,364560;692043,270389
51,000000;200,000000;1,000000;10000,000000;0,000100;6,260988;-75,603897;433148,364560;692043,270389;433248,364560;692143,270389
52,000000;113,000000;2,000000;10000,000000;0,000200;6,182291;-75,602903;433248,364560;683343,270389;433348,364560;683443,270389
52,000000;114,000000;4,000000;10000,000000;0,000400;6,183196;-75,602904;433248,364560;683443,270389;433348,364560;683543,270389
52,000000;116,000000;2,000000;10000,000000;0,000200;6,185005;-75,602906;433248,364560;683643,270389;433348,364560;683743,270389
52,000000;158,000000;1,000000;10000,000000;0,000100;6,222997;-75,602949;433248,364560;687843,270389;433348,364560;687943,270389
52,000000;159,000000;2,000000;10000,000000;0,000200;6,223901;-75,602950;433248,364560;687943,270389;433348,364560;688043,270389
52,000000;160,000000;2,000000;10000,000000;0,000200;6,224806;-75,602951;433248,364560;688043,270389;433348,364560;688143,270389
52,000000;161,000000;6,000000;10000,000000;0,000600;6,225711;-75,602952;433248,364560;688143,270389;433348,364560;688243,270389
52,000000;166,000000;1,000000;10000,000000;0,000100;6,230233;-75,602957;433248,364560;688643,270389;433348,364560;688743,270389
52,000000;190,000000;2,000000;10000,000000;0,000200;6,251943;-75,602982;433248,364560;691043,270389;433348,364560;691143,270389
52,000000;191,000000;3,000000;10000,000000;0,000300;6,252848;-75,602983;433248,364560;691143,270389;433348,364560;691243,270389
52,000000;192,000000;1,000000;10000,000000;0,000100;6,253752;-75,602984;433248,364560;691243,270389;433348,364560;691343,270389
52,000000;196,000000;2,000000;10000,000000;0,000200;6,257371;-75,602988;433248,364560;691643,270389;433348,364560;691743,270389
53,000000;113,000000;5,000000;10000,000000;0,000500;6,182292;-75,601999;433348,364560;683343,270389;433448,364560;683443,270389
53,000000;114,000000;1,000000;10000,000000;0,000100;6,183197;-75,602000;433348,364560;683443,270389;433448,364560;683543,270389
53,000000;115,000000;1,000000;10000,000000;0,000100;6,184101;-75,602001;433348,364560;683543,270389;433448,364560;683643,270389
53,000000;159,000000;3,000000;10000,000000;0,000300;6,223902;-75,602046;433348,364560;687943,270389;433448,364560;688043,270389
53,000000;160,000000;2,000000;10000,000000;0,000200;6,224807;-75,602047;433348,364560;688043,270389;433448,364560;688143,270389
53,000000;161,000000;1,000000;10000,000000;0,000100;6,225712;-75,602048;433348,364560;688143,270389;433448,364560;688243,270389
53,000000;162,000000;3,000000;10000,000000;0,000300;6,226616;-75,602049;433348,364560;688243,270389;433448,364560;688343,270389
53,000000;165,000000;1,000000;10000,000000;0,000100;6,229330;-75,602052;433348,364560;688543,270389;433448,364560;688643,270389
53,000000;166,000000;1,000000;10000,000000;0,000100;6,230234;-75,602053;433348,364560;688643,270389;433448,364560;688743,270389
53,000000;168,000000;2,000000;10000,000000;0,000200;6,232044;-75,602056;433348,364560;688843,270389;433448,364560;688943,270389
53,000000;196,000000;1,000000;10000,000000;0,000100;6,257372;-75,602084;433348,364560;691643,270389;433448,364560;691743,270389
54,000000;109,000000;2,000000;10000,000000;0,000200;6,178675;-75,601091;433448,364560;682943,270389;433548,364560;683043,270389
54,000000;110,000000;2,000000;10000,000000;0,000200;6,179579;-75,601092;433448,364560;683043,270389;433548,364560;683143,270389
54,000000;111,000000;1,000000;10000,000000;0,000100;6,180484;-75,601093;433448,364560;683143,270389;433548,364560;683243,270389
54,000000;115,000000;5,000000;10000,000000;0,000500;6,184102;-75,601097;433448,364560;683543,270389;433548,364560;683643,270389
54,000000;160,000000;3,000000;10000,000000;0,000300;6,224808;-75,601143;433448,364560;688043,270389;433548,364560;688143,270389
54,000000;161,000000;1,000000;10000,000000;0,000100;6,225713;-75,601144;433448,364560;688143,270389;433548,364560;688243,270389
54,000000;169,000000;1,000000;10000,000000;0,000100;6,232949;-75,601153;433448,364560;688943,270389;433548,364560;689043,270389
54,000000;192,000000;1,000000;10000,000000;0,000100;6,253754;-75,601176;433448,364560;691243,270389;433548,364560;691343,270389
54,000000;195,000000;1,000000;10000,000000;0,000100;6,256468;-75,601179;433448,364560;691543,270389;433548,364560;691643,270389
55,000000;109,000000;3,000000;10000,000000;0,000300;6,178676;-75,600187;433548,364560;682943,270389;433648,364560;683043,270389
55,000000;110,000000;4,000000;10000,000000;0,000400;6,179580;-75,600188;433548,364560;683043,270389;433648,364560;683143,270389
55,000000;111,000000;1,000000;10000,000000;0,000100;6,180485;-75,600189;433548,364560;683143,270389;433648,364560;683243,270389
55,000000;114,000000;2,000000;10000,000000;0,000200;6,183199;-75,600192;433548,364560;683443,270389;433648,364560;683543,270389
55,000000;115,000000;3,000000;10000,000000;0,000300;6,184103;-75,600193;433548,364560;683543,270389;433648,364560;683643,270389
55,000000;117,000000;1,000000;10000,000000;0,000100;6,185912;-75,600195;433548,364560;683743,270389;433648,364560;683843,270389
55,000000;160,000000;5,000000;10000,000000;0,000500;6,224809;-75,600239;433548,364560;688043,270389;433648,364560;688143,270389
55,000000;161,000000;1,000000;10000,000000;0,000100;6,225714;-75,600240;433548,364560;688143,270389;433648,364560;688243,270389
55,000000;162,000000;1,000000;10000,000000;0,000100;6,226618;-75,600242;433548,364560;688243,270389;433648,364560;688343,270389
55,000000;193,000000;1,000000;10000,000000;0,000100;6,254660;-75,600273;433548,364560;691343,270389;433648,364560;691443,270389
55,000000;197,000000;1,000000;10000,000000;0,000100;6,258278;-75,600278;433548,364560;691743,270389;433648,364560;691843,270389
56,000000;109,000000;2,000000;10000,000000;0,000200;6,178677;-75,599283;433648,364560;682943,270389;433748,364560;683043,270389
56,000000;110,000000;1,000000;10000,000000;0,000100;6,179581;-75,599284;433648,364560;683043,270389;433748,364560;683143,270389
56,000000;111,000000;5,000000;10000,000000;0,000500;6,180486;-75,599285;433648,364560;683143,270389;433748,364560;683243,270389
56,000000;122,000000;1,000000;10000,000000;0,000100;6,190436;-75,599297;433648,364560;684243,270389;433748,364560;684343,270389
56,000000;162,000000;2,000000;10000,000000;0,000200;6,226619;-75,599338;433648,364560;688243,270389;433748,364560;688343,270389
56,000000;163,000000;2,000000;10000,000000;0,000200;6,227524;-75,599339;433648,364560;688343,270389;433748,364560;688443,270389
56,000000;170,000000;1,000000;10000,000000;0,000100;6,233856;-75,599346;433648,364560;689043,270389;433748,364560;689143,270389
56,000000;171,000000;2,000000;10000,000000;0,000200;6,234760;-75,599347;433648,364560;689143,270389;433748,364560;689243,270389
56,000000;172,000000;1,000000;10000,000000;0,000100;6,235665;-75,599348;433648,364560;689243,270389;433748,364560;689343,270389
56,000000;193,000000;1,000000;10000,000000;0,000100;6,254661;-75,599369;433648,364560;691343,270389;433748,364560;691443,270389
57,000000;108,000000;2,000000;10000,000000;0,000200;6,177773;-75,598379;433748,364560;682843,270389;433848,364560;682943,270389
57,000000;109,000000;4,000000;10000,000000;0,000400;6,178678;-75,598380;433748,364560;682943,270389;433848,364560;683043,270389
57,000000;110,000000;1,000000;10000,000000;0,000100;6,179582;-75,598381;433748,364560;683043,270389;433848,364560;683143,270389
57,000000;111,000000;1,000000;10000,000000;0,000100;6,180487;-75,598382;433748,364560;683143,270389;433848,364560;683243,270389
57,000000;113,000000;1,000000;10000,000000;0,000100;6,182296;-75,598384;433748,364560;683343,270389;433848,364560;683443,270389
57,000000;114,000000;1,000000;10000,000000;0,000100;6,183201;-75,598385;433748,364560;683443,270389;433848,364560;683543,270389
57,000000;122,000000;1,000000;10000,000000;0,000100;6,190437;-75,598393;433748,364560;684243,270389;433848,364560;684343,270389
57,000000;125,000000;1,000000;10000,000000;0,000100;6,193151;-75,598396;433748,364560;684543,270389;433848,364560;684643,270389
57,000000;154,000000;6,000000;10000,000000;0,000600;6,219384;-75,598425;433748,364560;687443,270389;433848,364560;687543,270389
57,000000;158,000000;1,000000;10000,000000;0,000100;6,223002;-75,598430;433748,364560;687843,270389;433848,364560;687943,270389
57,000000;161,000000;1,000000;10000,000000;0,000100;6,225716;-75,598433;433748,364560;688143,270389;433848,364560;688243,270389
57,000000;162,000000;1,000000;10000,000000;0,000100;6,226620;-75,598434;433748,364560;688243,270389;433848,364560;688343,270389
58,000000;108,000000;3,000000;10000,000000;0,000300;6,177774;-75,597475;433848,364560;682843,270389;433948,364560;682943,270389
58,000000;109,000000;1,000000;10000,000000;0,000100;6,178679;-75,597476;433848,364560;682943,270389;433948,364560;683043,270389
58,000000;110,000000;2,000000;10000,000000;0,000200;6,179583;-75,597477;433848,364560;683043,270389;433948,364560;683143,270389
58,000000;112,000000;2,000000;10000,000000;0,000200;6,181393;-75,597479;433848,364560;683243,270389;433948,364560;683343,270389
58,000000;113,000000;5,000000;10000,000000;0,000500;6,182297;-75,597480;433848,364560;683343,270389;433948,364560;683443,270389
58,000000;114,000000;3,000000;10000,000000;0,000300;6,183202;-75,597481;433848,364560;683443,270389;433948,364560;683543,270389
58,000000;125,000000;2,000000;10000,000000;0,000200;6,193152;-75,597492;433848,364560;684543,270389;433948,364560;684643,270389
58,000000;153,000000;2,000000;10000,000000;0,000200;6,218480;-75,597521;433848,364560;687343,270389;433948,364560;687443,270389
58,000000;154,000000;4,000000;10000,000000;0,000400;6,219385;-75,597522;433848,364560;687443,270389;433948,364560;687543,270389
58,000000;157,000000;1,000000;10000,000000;0,000100;6,222098;-75,597525;433848,364560;687743,270389;433948,364560;687843,270389
58,000000;158,000000;2,000000;10000,000000;0,000200;6,223003;-75,597526;433848,364560;687843,270389;433948,364560;687943,270389
58,000000;161,000000;1,000000;10000,000000;0,000100;6,225717;-75,597529;433848,364560;688143,270389;433948,364560;688243,270389
58,000000;164,000000;3,000000;10000,000000;0,000300;6,228430;-75,597532;433848,364560;688443,270389;433948,364560;688543,270389
59,000000;107,000000;1,000000;10000,000000;0,000100;6,176871;-75,596570;433948,364560;682743,270389;434048,364560;682843,270389
