id_barrio;barrio;origen
46519;SAN GREGORIO;cobro
35245;SANTA MONICA;cobro
34971;SANTA MONICA;cobro
45639;SANTIAGO LONDOÑO (FRAILES);cobro
48813;SATURNO (FRAILES);cobro
35165;SULTANA;cobro
48816;TERRA GRATA CONJUNTO RESIDENCIAL;cobro
48864;UNIDAD RESIDENCIAL COLMENARES;cobro
48878;UNIDAD RESIDENCIAL MOLIVENTO 2;cobro
35175;VALER;cobro
48822;VELA 1 (FRAILES);cobro
48823;VELA 2 (FRAILES);cobro
35211;VILLA ELKIN;cobro
35208;VILLA LAURA;cobro
48821;VILLA LUZ (FRAILES);cobro
48817;VILLAS DE LA PRADERA;cobro
11329;PROVISIONAL 1;cobro
1196;OTRO;cobro
1202;PORTAL DE LAS PALMAS;cobro
11884;CHILE;cobro
1209;MARCO FIDEL SUAREZ;cobro
12330;PENDIENTES SACAR;cobro
46083;FULLIMP;cobro
46228;SIN ASIGNAR PEREIRA;cobro
46166;OFICINA PEI;cobro
25556;CLIENTE EMPRESA;cobro
46229;SIN ASIGNAR MANIZALES;cobro
46123;OFICINA MANIZALES;cobro
12670;CALLE DE LA CALLEJA;cobro
12623;EL ALTO;cobro
12638;EL CAMPING;cobro
12612;EL PALMAR;cobro
12634;JESUS NAZARENO;cobro
12611;LOS SAUSES;cobro
12600;MIRADOR DEL LAGO;cobro
12661;URB. EL PINAR;cobro
12662;ALTOS DE VILLA MARIA;cobro
12642;MIRADOR DEL CARRETERO;cobro
12603;LA MOTA;cobro
25994;LISCANO 1;cobro
25847;EL FONCI;cobro
25741;VILLAESPERANZA;cobro
25915;ESPERANZA 2;cobro
25978;ESPERANZA III;cobro
25982;JUAN XXIII;cobro
25938;LOS ANGELES;cobro
25959;RETIRO CHIQUITO;cobro
25946;CONVIVIR;cobro
12683;UR 7 ALTOS DEL CASTILLO CRA 88 31DA-41;cobro
12219;LAURELES TERRANOVA;cobro
12792;ALPES LUCERO;cobro
12765;CATANIA;cobro
13572;CENTRO BELEN;cobro
46125;EL GUABIO;cobro
13555;MONTEBELLO;cobro
13575;SANTA ANA;cobro
46092;VERACRUZ;cobro
46139;VILLAVICENCIO;cobro
13427;AGUAS CLARAS ENGATIVA;cobro
13556;CENTRO LA ESTANZUELA;cobro
12782;COMPENSAR;cobro
46155;BOSQUES DE SAN JORGE SUBA;cobro
13554;SOTAVENTO;cobro
13583;CUNDINAMARCA;cobro
48620;AURORA;cobro
13593;CORDOBA;cobro
46147;HORACIO ORJUELA;cobro
13574;LAS NIEVES;cobro
