id_barrio;barrio;id_ruta_cobro;ruta_cobro;id_centroope
48820;"RINCON DE LA PRADERA";212;"RUTA 1 DOSQ ,FRAILES,JAPON - JHON HERRERA";5
46519;"SAN GREGORIO";212;"RUTA 1 DOSQ ,FRAILES,JAPON - JHON HERRERA";5
35245;"SANTA MONICA";212;"RUTA 1 DOSQ ,FRAILES,JAPON - JHON HERRERA";5
34971;"SANTA MONICA";212;"RUTA 1 DOSQ ,FRAILES,JAPON - JHON HERRERA";5
45639;"SANTIAGO LONDOÑO (FRAILES)";212;"RUTA 1 DOSQ ,FRAILES,JAPON - JHON HERRERA";5
48813;"SATURNO (FRAILES)";212;"RUTA 1 DOSQ ,FRAILES,JAPON - JHON HERRERA";5
35165;SULTANA;212;"RUTA 1 DOSQ ,FRAILES,JAPON - JHON HERRERA";5
48816;"TERRA GRATA CONJUNTO RESIDENCIAL";212;"RUTA 1 DOSQ ,FRAILES,JAPON - JHON HERRERA";5
48864;"UNIDAD RESIDENCIAL COLMENARES";212;"RUTA 1 DOSQ ,FRAILES,JAPON - JHON HERRERA";5
48878;"UNIDAD RESIDENCIAL MOLIVENTO 2";212;"RUTA 1 DOSQ ,FRAILES,JAPON - JHON HERRERA";5
35175;VALER;212;"RUTA 1 DOSQ ,FRAILES,JAPON - JHON HERRERA";5
48822;"VELA 1 (FRAILES)";212;"RUTA 1 DOSQ ,FRAILES,JAPON - JHON HERRERA";5
48823;"VELA 2 (FRAILES)";212;"RUTA 1 DOSQ ,FRAILES,JAPON - JHON HERRERA";5
35211;"VILLA ELKIN";212;"RUTA 1 DOSQ ,FRAILES,JAPON - JHON HERRERA";5
35208;"VILLA LAURA";212;"RUTA 1 DOSQ ,FRAILES,JAPON - JHON HERRERA";5
48821;"VILLA LUZ (FRAILES)";212;"RUTA 1 DOSQ ,FRAILES,JAPON - JHON HERRERA";5
48817;"VILLAS DE LA PRADERA";212;"RUTA 1 DOSQ ,FRAILES,JAPON - JHON HERRERA";5
11329;"PROVISIONAL 1";235;1;2
1196;OTRO;235;1;2
1202;"PORTAL DE LAS PALMAS";235;1;2
11884;CHILE;235;1;2
1209;"MARCO FIDEL SUAREZ";235;1;2
46162;EMPLEADÓS;235;1;2
48734;"LISTOS FRESCOS COLON";235;1;2
1185;"VILLA GORGONA";235;1;2
46163;"OFICINA MED";236;"EMPLEADO M";3
27132;OFICINA;236;"EMPLEADO M";3
12330;"PENDIENTES SACAR";236;"EMPLEADO M";3
12245;"SIN ASIGNAR";236;"EMPLEADO M";3
46164;"EMPLEADOS BAQ";237;"BARRANQUILLA OFICINA";8
46165;"OFICINA BGA";238;"EMPLEADOS BGA";7
46083;FULLIMP;239;"EMPLEADOS PEI";5
46228;"SIN ASIGNAR PEREIRA";239;"EMPLEADOS PEI";5
46166;"OFICINA PEI";239;"EMPLEADOS PEI";5
25556;"CLIENTE EMPRESA";240;"OFICINA MZL";6
46229;"SIN ASIGNAR MANIZALES";240;"OFICINA MZL";6
46123;"OFICINA MANIZALES";240;"OFICINA MZL";6
46167;"OFICINA BOG";241;"EMPLEADOS BOGOTA";4
12916;"VILLA LILIANA";241;"EMPLEADOS BOGOTA";4
12677;BELEN;302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12621;"BOSQUES DEL NORTE";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12668;"C.R ARRAYANES";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12670;"CALLE DE LA CALLEJA";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12657;"CASAS DEL MAR";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12620;CENTRO;302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12615;"EL AGUILA";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12623;"EL ALTO";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12638;"EL CAMPING";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12612;"EL PALMAR";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12643;ENCENILLOS;302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12652;"FARO-CALLE DE LA MADERA";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12608;GALAN;302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12665;"GUILLERMO GAVIRIA";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12672;"HORIZONTE ALTA";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12624;"HORIZONTE BAJA";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12644;HOSPITAL;302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12634;"JESUS NAZARENO";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12627;"JOSE MARIA";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12650;"LA COLINA";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12630;"LA COOPERATIVA";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12664;"LA ESMERALDA";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12658;"LA ESPERANZA II";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12601;"LA GALERIA";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12607;QUINTAS;302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12633;"SANTA TERESA";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12629;"VEGAS DE LA CALLEJA";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12613;"SAN ANTONIO DE PEREIRA (REMANSOS)";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12671;"SAN ANTONIO DE PEREIRA (SANTA FE)";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12183;GUARNE;302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12618;"4 ESQUINAS";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12641;ALBORADA;302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12616;"ALDEA DE AZUCOR";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12610;"ALTO DE LA CAPILLA";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12622;"ALTO DE LA MOSCA";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12631;"ALTO DEL MEDIO";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12645;"ALTOS DE LA PEREIRA";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12667;"ALTOS DE SAN NICOLAS";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12632;BELCHITE;302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12602;"EL HOYO";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12640;"EL LLANITO";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12606;"LA CARMINA";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12659;"LA INMACULADA";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12656;"LINDA GRANJA";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12611;"LOS SAUSES";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12648;"LOS CRISTALES";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12637;"LOS LAGOS";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12636;"LOS REMANSOS";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12663;MANANTIALES;302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12619;"MIRADOR DE SAN NICOLAS";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12600;"MIRADOR DEL LAGO";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12609;OASIS;302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12605;OBRERO;302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12649;"PORVENIR EL AGUACATE";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12626;"QUEBRADA ARRIBA";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12669;"QUINTAS DEL CARRETERO";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12635;"SAN JOAQUIN";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12625;"SAN JUAN DE LAURELES";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12614;"SANTA ANA";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12654;"SANTA CLARA";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12660;"SECTOR 3";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12639;SERRANIAS;302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12661;"URB. EL PINAR";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12617;"VILLA CLEMEN";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12655;"VILLA DEL RIO";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12628;"VILLA MANUELA";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12674;VILLAMARIA;302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12604;VILLAS;302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12647;"EL PORVENIR";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12267;"EL PARAISO";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12159;"LA FLORIDA";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12157;"LA NUEVA";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12599;"PORVENIR EL LLANO";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12662;"ALTOS DE VILLA MARIA";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12642;"MIRADOR DEL CARRETERO";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12651;FLORIDA;302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12603;"LA MOTA";302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
12666;LAURELES;302;"RUTA 24  RIONEGRO - CARLOS VERGARA";3
11341;"SAN LUISITO";340;5;2
1014;"LOS ALAMOS";340;5;2
1068;FONAVIEMCALI;340;5;2
1094;"LARES COMFANDI";340;5;2
1095;"LARES COMFENALCO";340;5;2
1120;"OASIS DE COMFANDI";340;5;2
1132;"PASO DEL COMERCIO";340;5;2
1070;GAITAN;340;5;2
1076;GUADUALES;340;5;2
1157;"SAN LUIS";340;5;2
1015;ALCAZARES;340;5;2
1045;CENTENARIO;340;5;2
1072;GRANADA;340;5;2
11333;NORMANDIA;340;5;2
1283;"SAN VICENTE";340;5;2
1272;"SANTA MONICA RESIDENCIAL";340;5;2
1194;VERSALLES;340;5;2
1038;"CALIMIO NORTE";340;5;2
1268;COMFENALCO;340;5;2
46218;"PROBLEMAS DE COBRO";623;"PROBLEMAS COBRO";7
46225;"SIN ASIGNAR BUCARAMANGA";623;"PROBLEMAS COBRO";7
25994;"LISCANO 1";623;"PROBLEMAS COBRO";7
25847;"EL FONCI";623;"PROBLEMAS COBRO";7
25741;VILLAESPERANZA;623;"PROBLEMAS COBRO";7
25857;"BABARIA II";623;"PROBLEMAS COBRO";7
25899;"BOSQUE NORTE";623;"PROBLEMAS COBRO";7
25915;"ESPERANZA 2";623;"PROBLEMAS COBRO";7
25978;"ESPERANZA III";623;"PROBLEMAS COBRO";7
25982;"JUAN XXIII";623;"PROBLEMAS COBRO";7
25911;JUVENTUD;623;"PROBLEMAS COBRO";7
25938;"LOS ANGELES";623;"PROBLEMAS COBRO";7
25968;BELENCITO;623;"PROBLEMAS COBRO";7
25723;TRANSICION;623;"PROBLEMAS COBRO";7
25959;"RETIRO CHIQUITO";623;"PROBLEMAS COBRO";7
25946;CONVIVIR;623;"PROBLEMAS COBRO";7
12282;"BELEN SANTA CLARA";625;"RUTA 9  BELEN  (MOLINOS)";3
12248;"BELEN VICUÑA";625;"RUTA 9  BELEN  (MOLINOS)";3
12258;"BELEN VILLA DEL ABURRA";625;"RUTA 9  BELEN  (MOLINOS)";3
12139;"ALTOS DEL CASTILLO";625;"RUTA 9  BELEN  (MOLINOS)";3
12683;"UR 7 ALTOS DEL CASTILLO CRA 88 31DA-41";625;"RUTA 9  BELEN  (MOLINOS)";3
12283;"BELENCITO(VILLA LAURA)";625;"RUTA 9  BELEN  (MOLINOS)";3
12221;BOLIVARIANA;625;"RUTA 9  BELEN  (MOLINOS)";3
12231;"LAURELES FLORIDA NUEVA";625;"RUTA 9  BELEN  (MOLINOS)";3
12219;"LAURELES TERRANOVA";625;"RUTA 9  BELEN  (MOLINOS)";3
12016;NUTIBARA;625;"RUTA 9  BELEN  (MOLINOS)";3
12019;"BELEN  LAS VIOLETAS";625;"RUTA 9  BELEN  (MOLINOS)";3
12005;"BELEN GRANADA";625;"RUTA 9  BELEN  (MOLINOS)";3
12025;"BELEN BUENA VISTA";625;"RUTA 9  BELEN  (MOLINOS)";3
12045;"LOMA DE LOS BERNAL";625;"RUTA 9  BELEN  (MOLINOS)";3
11996;"BELEN LA GLORIA";625;"RUTA 9  BELEN  (MOLINOS)";3
12260;"BELEN LA PRADERA";625;"RUTA 9  BELEN  (MOLINOS)";3
11994;LAURELES;625;"RUTA 9  BELEN  (MOLINOS)";3
12250;"FLORIDA NUEVA";625;"RUTA 9  BELEN  (MOLINOS)";3
12308;"BELEN (LOS ALPES)";625;"RUTA 9  BELEN  (MOLINOS)";3
12023;"BELEN LOS ALPES";625;"RUTA 9  BELEN  (MOLINOS)";3
12021;"BELEN PORVENIR";625;"RUTA 9  BELEN  (MOLINOS)";3
12323;"BELEN VILLA CAFE";625;"RUTA 9  BELEN  (MOLINOS)";3
12224;CONQUISTADORES;625;"RUTA 9  BELEN  (MOLINOS)";3
12213;"SANTA MONICA 1";625;"RUTA 9  BELEN  (MOLINOS)";3
12214;"SANTA MONICA 2";625;"RUTA 9  BELEN  (MOLINOS)";3
12022;"BELEN LAS MERCEDES";625;"RUTA 9  BELEN  (MOLINOS)";3
12032;"LA CASTELLANA";625;"RUTA 9  BELEN  (MOLINOS)";3
12276;"LAURELES (ALMERIA)";625;"RUTA 9  BELEN  (MOLINOS)";3
12653;LAURELES(MEDELLIN);625;"RUTA 9  BELEN  (MOLINOS)";3
12316;"LAURELES (NOGAL)";625;"RUTA 9  BELEN  (MOLINOS)";3
12222;"SAN JOANQUIN MED";625;"RUTA 9  BELEN  (MOLINOS)";3
12234;"SIMON BOLIVAR";625;"RUTA 9  BELEN  (MOLINOS)";3
12223;VELODROMO;625;"RUTA 9  BELEN  (MOLINOS)";3
12093;ESTADIO;625;"RUTA 9  BELEN  (MOLINOS)";3
12092;"LOS COLORES";625;"RUTA 9  BELEN  (MOLINOS)";3
12320;"CALAZANS SOLEDAD";625;"RUTA 9  BELEN  (MOLINOS)";3
12226;SURAMERICANA;625;"RUTA 9  BELEN  (MOLINOS)";3
11993;AMERICA;625;"RUTA 9  BELEN  (MOLINOS)";3
12062;"SANTA LUCIA METROPOLITANO";625;"RUTA 9  BELEN  (MOLINOS)";3
12059;"AMERICA SANTA LUCIA";625;"RUTA 9  BELEN  (MOLINOS)";3
12175;CALAZANS;625;"RUTA 9  BELEN  (MOLINOS)";3
26248;"BUENA ESPERANZA";648;"BARRANQUILLA  2 - HARISON PEREZ";8
46124;PUMAREJO;648;"BARRANQUILLA  2 - HARISON PEREZ";8
26304;ATLANTICO;648;"BARRANQUILLA  2 - HARISON PEREZ";8
26239;"EL CARMEN";648;"BARRANQUILLA  2 - HARISON PEREZ";8
26279;MONTES;648;"BARRANQUILLA  2 - HARISON PEREZ";8
26228;"SAN JOSE";648;"BARRANQUILLA  2 - HARISON PEREZ";8
26235;"JOSE ANTONIO GALAN";648;"BARRANQUILLA  2 - HARISON PEREZ";8
26238;"EL CAMPITO";648;"BARRANQUILLA  2 - HARISON PEREZ";8
26226;CEVILLAR;648;"BARRANQUILLA  2 - HARISON PEREZ";8
26234;"SAN NICOLAS";648;"BARRANQUILLA  2 - HARISON PEREZ";8
46116;GALAN;648;"BARRANQUILLA  2 - HARISON PEREZ";8
26227;"LA MAGDALENA";648;"BARRANQUILLA  2 - HARISON PEREZ";8
26237;LIMON;648;"BARRANQUILLA  2 - HARISON PEREZ";8
46120;TAIRONA;648;"BARRANQUILLA  2 - HARISON PEREZ";8
26236;UNIVERSAL;648;"BARRANQUILLA  2 - HARISON PEREZ";8
26229;ALBORAYA;648;"BARRANQUILLA  2 - HARISON PEREZ";8
26233;"LAS PALMAS";648;"BARRANQUILLA  2 - HARISON PEREZ";8
26273;"LA UNION";648;"BARRANQUILLA  2 - HARISON PEREZ";8
12033;"QUINTAS DE SAN JAVIER";688;"RUTA 10  SAN JAVIER";3
12688;"U.R ALTOS DE SAN JUAN.CLL 42B 117A-7";688;"RUTA 10  SAN JAVIER";3
12031;"EDUARDO SANTOS";688;"RUTA 10  SAN JAVIER";3
12598;"EDUARDO SANTOS 1";688;"RUTA 10  SAN JAVIER";3
12319;"SANTA TERESITA";688;"RUTA 10  SAN JAVIER";3
12034;"ANTONIO NARIÑO";688;"RUTA 10  SAN JAVIER";3
12035;"EL SOCORRO";688;"RUTA 10  SAN JAVIER";3
12697;"U.R MIRADOR DE SAN JAVIER. CR 117B 42B-75";688;"RUTA 10  SAN JAVIER";3
12687;"UR.ALTOS DE SAN JAVIER CRA 109 43-07";688;"RUTA 10  SAN JAVIER";3
12063;METROPOLITANO;688;"RUTA 10  SAN JAVIER";3
12064;FLORESTA;688;"RUTA 10  SAN JAVIER";3
12792;"ALPES LUCERO";767;"FUERA DE COBERTURA SUR";4
12765;CATANIA;767;"FUERA DE COBERTURA SUR";4
13572;"CENTRO BELEN";767;"FUERA DE COBERTURA SUR";4
46125;"EL GUABIO";767;"FUERA DE COBERTURA SUR";4
13555;MONTEBELLO;767;"FUERA DE COBERTURA SUR";4
46114;"SAMPER MENDOZA";767;"FUERA DE COBERTURA SUR";4
13575;"SANTA ANA";767;"FUERA DE COBERTURA SUR";4
46092;VERACRUZ;767;"FUERA DE COBERTURA SUR";4
46139;VILLAVICENCIO;767;"FUERA DE COBERTURA SUR";4
13427;"AGUAS CLARAS ENGATIVA";767;"FUERA DE COBERTURA SUR";4
13556;"CENTRO LA ESTANZUELA";767;"FUERA DE COBERTURA SUR";4
12782;COMPENSAR;767;"FUERA DE COBERTURA SUR";4
13580;ALTAMIRA;767;"FUERA DE COBERTURA SUR";4
46155;"BOSQUES DE SAN JORGE SUBA";767;"FUERA DE COBERTURA SUR";4
13554;SOTAVENTO;767;"FUERA DE COBERTURA SUR";4
13583;CUNDINAMARCA;767;"FUERA DE COBERTURA SUR";4
46119;"SAN AGUSTIN";767;"FUERA DE COBERTURA SUR";4
13587;"SANTA LIBRADA";767;"FUERA DE COBERTURA SUR";4
48620;AURORA;767;"FUERA DE COBERTURA SUR";4
12810;"BELLO HORIZONTE";767;"FUERA DE COBERTURA SUR";4
13593;CORDOBA;767;"FUERA DE COBERTURA SUR";4
46147;"HORACIO ORJUELA";767;"FUERA DE COBERTURA SUR";4
13551;"LA VICTORIA";767;"FUERA DE COBERTURA SUR";4
13563;"LAS CRUCES";767;"FUERA DE COBERTURA SUR";4
13574;"LAS NIEVES";767;"FUERA DE COBERTURA SUR";4
13229;"EL REDENTOR";767;"FUERA DE COBERTURA SUR";4
13257;REDENTOR;767;"FUERA DE COBERTURA SUR";4
48673;"PARAISO CIUDAD BOLIVAR";767;"FUERA DE COBERTURA SUR";4
48674;"QUINTAS DEL SUR";767;"FUERA DE COBERTURA SUR";4
48702;"ALTOS DE CAZUCA";767;"FUERA DE COBERTURA SUR";4
46263;ALICANTO;780;"16 PALMIRA";2
46262;"BRISAS DEL BOLO";780;"16 PALMIRA";2
46265;ESCOBAR;780;"16 PALMIRA";2
46264;"LAS AMERICAS";780;"16 PALMIRA";2
46261;PANORAMA;780;"16 PALMIRA";2
46258;"LA CONCORDIA";780;"16 PALMIRA";2
46274;"VILLA LAS PALMAS";780;"16 PALMIRA";2
46285;BERLIN;780;"16 PALMIRA";2
46277;"BOSQUE DE MORELIA";780;"16 PALMIRA";2
46290;CAMPESTRE;780;"16 PALMIRA";2
46292;DEPARTAMENTAL;780;"16 PALMIRA";2
46284;ESTONIA;780;"16 PALMIRA";2
46293;"PARQUE DE LA MERCED";780;"16 PALMIRA";2
46291;"PORTAL DE LAS PALMAS";780;"16 PALMIRA";2
46286;"SANTA ISABEL";780;"16 PALMIRA";2
46282;"SANTA TERESITA";780;"16 PALMIRA";2
46287;VERSALLES;780;"16 PALMIRA";2
46278;"VILLA CLAUDIA";780;"16 PALMIRA";2
46297;"VILLA DE CASA MIEL";780;"16 PALMIRA";2
46301;"LAS FLORES";780;"16 PALMIRA";2
46289;"ALMANARES DE LA MERCED";780;"16 PALMIRA";2
46294;"PAZUELA DE LA MERCED";780;"16 PALMIRA";2
46302;"ALFONSO LÓPEZ";780;"16 PALMIRA";2
46374;DANUBIO;780;"16 PALMIRA";2
46373;"RINCON DEL BOSQUE";780;"16 PALMIRA";2
46384;PAPAYAL;780;"16 PALMIRA";2
46382;"GUAYACANES DEL PARQUE";780;"16 PALMIRA";2
46409;"SAN CARLOS";780;"16 PALMIRA";2
46407;"EL TRIUNFO";780;"16 PALMIRA";2
46279;INDUSTRIAL;780;"16 PALMIRA";2
46283;"LA BENEDICTA";780;"16 PALMIRA";2
46349;"LA COSECHA";780;"16 PALMIRA";2
46275;MERCEDES;780;"16 PALMIRA";2
46280;"IGNACIO TORRES G";780;"16 PALMIRA";2
46351;MONTECARLO;780;"16 PALMIRA";2
46281;"JUAN PABLO";780;"16 PALMIRA";2
46338;"LA ESPERANZA";780;"16 PALMIRA";2
46259;"LLANO GRANDE";780;"16 PALMIRA";2
1100;LLANOGRANDE;780;"16 PALMIRA";2
46344;"PRIMERO DE MAYO";780;"16 PALMIRA";2
46296;"RESERVA DE ZAMORANO";780;"16 PALMIRA";2
46295;ZAMORANO;780;"16 PALMIRA";2
46532;"LOS SAUSES";780;"16 PALMIRA";2
11984;PALMIRA;780;"16 PALMIRA";2
46428;"BUENOS AIRES";780;"16 PALMIRA";2
46392;"CIUDADELA PALMIRA";780;"16 PALMIRA";2
46470;"EL BOSQUE";780;"16 PALMIRA";2
46400;"EL RECREO";780;"16 PALMIRA";2
46401;"EL TREBOL";780;"16 PALMIRA";2
46257;EMILIA;780;"16 PALMIRA";2
46403;FATIMA;780;"16 PALMIRA";2
46372;"GUAYACANES DEL INGENIO";780;"16 PALMIRA";2
46396;"LA INDEPENDENCIA";780;"16 PALMIRA";2
46260;"LAS ACACIAS";780;"16 PALMIRA";2
46444;"LAS PALMERAS";780;"16 PALMIRA";2
46402;LIBERTADORES;780;"16 PALMIRA";2
46469;MUNICIPAL;780;"16 PALMIRA";2
46406;PARAISO;780;"16 PALMIRA";2
46460;"POPULAR MODELO";780;"16 PALMIRA";2
46288;"SAMANES DE LAS MERCEDES";780;"16 PALMIRA";2
46386;"SAN PEDRO";780;"16 PALMIRA";2
46256;"SANTA ANA";780;"16 PALMIRA";2
46272;"SANTA BARBARA";780;"16 PALMIRA";2
46404;"BARRIO NUEVO";780;"16 PALMIRA";2
46391;CHAPINERO;780;"16 PALMIRA";2
46254;"FRAY LUIS";780;"16 PALMIRA";2
46390;"LUIS CARLOS GALAN SARMIENTO";780;"16 PALMIRA";2
46345;ALAMEDA;780;"16 PALMIRA";2
46303;COLOMBIA;780;"16 PALMIRA";2
46255;"EL PRADO";780;"16 PALMIRA";2
46298;"EL SESQUI";780;"16 PALMIRA";2
46276;"LA ITALIA";780;"16 PALMIRA";2
46253;OLIMPICO;780;"16 PALMIRA";2
46299;"PARQUE ITALIA";780;"16 PALMIRA";2
46397;PETRU;780;"16 PALMIRA";2
46363;SEMBRADOR;780;"16 PALMIRA";2
46300;"VILLA FONTANA";780;"16 PALMIRA";2
46393;"POBLADO COMFAUNION";780;"16 PALMIRA";2
46354;MIRRIÑAO;780;"16 PALMIRA";2
46365;BIZERTA;780;"16 PALMIRA";2
35134;"PRADO VERDE";790;"RUTA 3 CENTRO - LUIS GALLEGO";5
35011;"C.C ALCIDEZ AREVALO";790;"RUTA 3 CENTRO - LUIS GALLEGO";5
46510;"URBANIZACIÓN 1 DE FEBRERO";790;"RUTA 3 CENTRO - LUIS GALLEGO";5
35178;"VILLA CLARA";790;"RUTA 3 CENTRO - LUIS GALLEGO";5
35173;TURIN;790;"RUTA 3 CENTRO - LUIS GALLEGO";5
35230;GETSEMANI;790;"RUTA 3 CENTRO - LUIS GALLEGO";5
34976;"4 FEBRERO CENTRO";790;"RUTA 3 CENTRO - LUIS GALLEGO";5
35012;"C.C. LOS PUNTOS";790;"RUTA 3 CENTRO - LUIS GALLEGO";5
35231;CONSTRUCTORES;790;"RUTA 3 CENTRO - LUIS GALLEGO";5
35233;"EL PRADO";790;"RUTA 3 CENTRO - LUIS GALLEGO";5
35198;GAITAN;790;"RUTA 3 CENTRO - LUIS GALLEGO";5
46537;"LA ESNEDA";790;"RUTA 3 CENTRO - LUIS GALLEGO";5
35052;"EL LAGO";790;"RUTA 3 CENTRO - LUIS GALLEGO";5
46079;"CENTRO 1";790;"RUTA 3 CENTRO - LUIS GALLEGO";5
34973;"1 DE MAYO";790;"RUTA 3 CENTRO - LUIS GALLEGO";5
45274;"30 DE AGOSTO CENTRO";790;"RUTA 3 CENTRO - LUIS GALLEGO";5
34988;AMERICA;790;"RUTA 3 CENTRO - LUIS GALLEGO";5
34994;"BAIRON GAVIRIA";790;"RUTA 3 CENTRO - LUIS GALLEGO";5
35124;"EL PEÑOL";790;"RUTA 3 CENTRO - LUIS GALLEGO";5
35273;"ESPERANZA CENTRO";790;"RUTA 3 CENTRO - LUIS GALLEGO";5
35067;"GUALANDAY (CENTRO)";790;"RUTA 3 CENTRO - LUIS GALLEGO";5
35109;"MILAN RUBIO";790;"RUTA 3 CENTRO - LUIS GALLEGO";5
35132;PORVENIR;790;"RUTA 3 CENTRO - LUIS GALLEGO";5
35136;PROGRESO;790;"RUTA 3 CENTRO - LUIS GALLEGO";5
45683;"SAN JUAN CENTRO";790;"RUTA 3 CENTRO - LUIS GALLEGO";5
46058;"VENECIA CENTRO";790;"RUTA 3 CENTRO - LUIS GALLEGO";5
35112;NACEDEROS;790;"RUTA 3 CENTRO - LUIS GALLEGO";5
34972;"1 DE FEBRERO CENTRO";790;"RUTA 3 CENTRO - LUIS GALLEGO";5
35264;"AVENIDA DEL RIO";790;"RUTA 3 CENTRO - LUIS GALLEGO";5
35149;"SAN JORGE";790;"RUTA 3 CENTRO - LUIS GALLEGO";5
35177;VICTORIA;790;"RUTA 3 CENTRO - LUIS GALLEGO";5
35019;CAÑARTE;790;"RUTA 3 CENTRO - LUIS GALLEGO";5
35026;CENTRO;790;"RUTA 3 CENTRO - LUIS GALLEGO";5
35058;"GALAN (CENTRO)";790;"RUTA 3 CENTRO - LUIS GALLEGO";5
35094;"LA VICTORIA";790;"RUTA 3 CENTRO - LUIS GALLEGO";5
34970;"SAN CAMILO";790;"RUTA 3 CENTRO - LUIS GALLEGO";5
46548;"EL REMANSO (VILLA SANTANA)";790;"RUTA 3 CENTRO - LUIS GALLEGO";5
35226;"SAN ANTONIO 2";790;"RUTA 3 CENTRO - LUIS GALLEGO";5
34998;BAVARIA;790;"RUTA 3 CENTRO - LUIS GALLEGO";5
35082;"LA ESPERANZA";790;"RUTA 3 CENTRO - LUIS GALLEGO";5
35106;MARAYA;790;"RUTA 3 CENTRO - LUIS GALLEGO";5
