id_barrio;barrio;origen
46343;CARMELO;logistica
46346;LOS PINOS;logistica
46347;LA FLORA;logistica
46348;GUAYACANES;logistica
46350;SAN VICENTE;logistica
46352;MANANTIAL;logistica
46353;EL VERGEL;logistica
46355;MONSERRATE;logistica
46356;TANGARIFE;logistica
46357;SIETE DE ENERO;logistica
46358;PÍO XLL;logistica
46359;SANTA FE;logistica
46360;EL PRADO;logistica
46361;LA ESTACIÓN;logistica
46364;LOS ALMENDROS;logistica
46366;TUNDAMA;logistica
46367;BALSILLAS;logistica
46368;LA MILAGROSA;logistica
46369;OBRERO;logistica
46370;SIGIFREDO ZULETA;logistica
46375;RESTREPO;logistica
46376;LA PLAYA;logistica
46378;BAVARIA;logistica
46379;SAN ANTONIO;logistica
46380;EL EDEN;logistica
46381;SAN FERNANDO;logistica
46383;BUENOS AIRES;logistica
46385;LA UNIÓN ( );logistica
46387;MAGDALENA;logistica
46388;SAN CAYETANO;logistica
46389;MAGDALENA;logistica
46394;ALFONZO LOPEZ;logistica
46395;EL PROGRESO;logistica
46398;PEDRO PABLO BELLO;logistica
46399;LIBERTADORES;logistica
46405;CAIMALITO CENTRO;logistica
46408;PUERTO CALDAS;logistica
46410;ORTEZ;logistica
46412;SAN FERNANDO;logistica
46413;LA ESPERANZA;logistica
46414;ALAMEDA;logistica
46415;BRISAS DEL RIO;logistica
46416;VILLA NORA;logistica
46417;HORIZONTE;logistica
46418;EL PARAISO;logistica
46419;LOS ALPEZ;logistica
46420;LA MILAGROSA;logistica
46421;SAN VICENTE;logistica
46422;COLLAREJO;logistica
46423;SANTA ANA;logistica
46424;BAIRON GAVIRIA;logistica
46425;MELQUISEDEC;logistica
46426;LA FLORESTA;logistica
46427;SAN NICOLAS;logistica
46429;GAVILANES;logistica
46430;REPUBLICA DE FRANCIA;logistica
46431;OBRERO DEPARTAMENTAL;logistica
46432;BERLIN;logistica
46433;BALCONES DE LAS COLINAS;logistica
46434;CARLOS HOLMES;logistica
46435;LOS NARANJOS;logistica
46436;EL ROSARIO;logistica
46439;LA CRISTINA;logistica
46440;EL DIVINO NIÑO;logistica
46442;SAN JERONIMO;logistica
46445;LOS SAUCES;logistica
46446;LOS CHORROS;logistica
46447;LA PRADERA;logistica
46449;LOS CAMINOS;logistica
46451;SANTA MONICA;logistica
46452;VILLA DEL SOL;logistica
46453;EL CIPRES;logistica
46454;SAN AGUSTIN;logistica
46456;VERONA;logistica
46457;EL ROBLE;logistica
46459;CIIDADELA COMFANDI;logistica
46461;SANTA HELENA;logistica
46462;NUESTRA SEÑORA DE LA POBREZA;logistica
46463;SAN JUAN DE LA CRUZ;logistica
46466;TORRE LA VEGA;logistica
46467;SAN JOSE;logistica
46471;CONQUISTADORES;logistica
46472;LAS COLINAS;logistica
46473;CAMELLON DEL QUINDIO;logistica
46476;JORGE ELIECER GAITAN;logistica
46477;CENTRO;logistica
46478;SANTA ANA;logistica
46479;SAMARIA 1;logistica
46480;SAMARIA 2;logistica
46481;EVENEZER (CUCHILLA);logistica
46482;MIRAFLOREZ CUBA;logistica
46483;NUEVO MEXICO;logistica
46484;LA CAMPIÑA (2500 LTS);logistica
46486;CONJUNTO SALAMANCA (VIA CONDINA);logistica
46487;SINAI;logistica
46488;SOLFERINO;logistica
46489;VEREDA EL TIGRE;logistica
46490;ESPACIO NORTE;logistica
46491;PORTAL DE LAS MERCEDES;logistica
46493;BATARA CUBA;logistica
46494;JOSE DOMINGO ESCOBAR 2500 LTS;logistica
46495;TOKIO - VILLA SANTANA;logistica
46496;VILLA KENEDY 2500 LTS;logistica
46497;VILLA MARIA (2500 LTS);logistica
46498;VILLA ROCIÓ (2500 LTS);logistica
46499;NEIRA MARQUEZ 2500 LTS;logistica
46500;COMUNIDAD EL BOSQUE (2500 LTS);logistica
46501;QUINTAS DE PANORAMA 1;logistica
46502;BRASILIA;logistica
46503;PORTALES DE BIRMANIA (CUBA);logistica
46504;URBANIZACIÓN ALFA (GAMA);logistica
46505;VILLAGORGONA;logistica
46506;EL PARAISO;logistica
46508;EL CIPRES;logistica
46511;MIRADOR DE LLANO GRANDE;logistica
46512;PORTAL DE LAS ARAUCARIAS;logistica
46514;VIA ARMENIA;logistica
46515;CONDOMINIO BOSQUE LOS LAGOS;logistica
46516;LA GUADALUPE;logistica
