id_barrio;barrio;origen
46517;LAS VEGAS DOS;logistica
46518;VILLA VENTO;logistica
46519;SAN GREGORIO;logistica
46520;PUEBLITO PAISA;logistica
46521;NUEVA COLOMBIA ( POR LA CUCHILLA);logistica
46522;JAIME PARDO LEAL (POR LA CUCHILLA);logistica
46523;VILLA JULIA;logistica
46524;VILLA DE LEIVA CUBA;logistica
46525;URBANIZACION NARANJAL (CUBA);logistica
46526;BOSQUES DE SANTA ELENA (AV SUR);logistica
46527;EL BOSQUE (2500 LTS);logistica
46528;VIA CONDINA;logistica
46529;PORVENIR;logistica
46530;CONJUNTO RESIDENCIAL AQUA;logistica
46533;ALAMEDA DEL CAFÉ (PARQ INDUSTRIAL);logistica
46534;PORTO ALEGRE (MONTELIBANO);logistica
46535;VALLARTA (LA BADEA);logistica
46537;LA ESNEDA;logistica
46541;BUCAREST;logistica
46542;LENINGRADO (ETP 2);logistica
46543;LENINGRADO (ETP 3);logistica
46544;VILLA LA PAZ (CUBA);logistica
46545;VARIANTE LA ROMELIA EL POLLO;logistica
46546;MIRADOR DE LA ESTANCIA (JAPON);logistica
46547;VILLA ORUMA;logistica
46548;EL REMANSO (VILLA SANTANA);logistica
46549;VILLA HELENA (CUBA);logistica
46550;ENTRE VERDE (HACIENDA CUBA);logistica
46552;BRISAS DEL CONSOTA (CUBA);logistica
46553;MONTE BONITO;logistica
46555;LA SAMARIA;logistica
46557;SANTA MARIA DE MILAN;logistica
46558;BELLAVISTA;logistica
46618;HELICONIA;logistica
46624;SANTAFÉ DE ANTIOQUIA;logistica
46637;MARINILLA;logistica
46669;VENECIA;logistica
46673;CHIGORODÓ;logistica
46679;TURBO;logistica
46681;BARBOSA;logistica
46696;PUERTO COLOMBIA;logistica
46717;VILLAMARÍA;logistica
46775;TUNJA;logistica
46918;FLORENCIA;logistica
46954;FUNDACIÓN;logistica
46956;CALOTO;logistica
46960;PUERTO TEJADA;logistica
47090;GUADUAS;logistica
47138;YACOPÍ;logistica
47197;PUERTO COLOMBIA;logistica
47205;GARZÓN;logistica
47373;IPIALES;logistica
47378;CUCUTILLA;logistica
47398;CÚCUTA;logistica
47463;PALMAS DEL SOCORRO;logistica
47486;CURITÍ;logistica
47494;SAN GIL;logistica
47610;CALIMA;logistica
47618;TULUÁ;logistica
47629;ROLDANILLO;logistica
47637;LA CUMBRE;logistica
47638;PRADERA;logistica
47639;VIJES;logistica
48606;LOS ROSALES;logistica
48698;CORINTO DE SUBA;logistica
48701;TOSCANA SUBA;logistica
48736;VILLEMAR FONTIBON;logistica
48737;VILLA CINDY SUBA;logistica
48738;SANTA CECILIA SUBA;logistica
48739;SUBA LISBOA;logistica
48740;LUNA PARK ANTONIO NARIÑO;logistica
48742;MIRAMAR SUBA;logistica
48743;ISLANDIA BOSA;logistica
48744;ALTAMIRA;logistica
48745;ALTOS DE LA VIRGEN;logistica
48746;ALTOS DE MONSERRATE;logistica
48747;BALCONES DE LA VILLA;logistica
48748;GERARDO ARIAS;logistica
48749;JORGE ELIECER GAITAN;logistica
48750;LA ALAMEDA;logistica
48751;LA CAPILLA;logistica
48754;MIRADOR DELAS LOMAS;logistica
48756;PINARES DEL RIO;logistica
48757;POLIDEPORTIVO;logistica
48758;POPULAR;logistica
48760;VILLA DIANA;logistica
48761;VILLA JARDIN;logistica
48762;PROBLEMA DE COBRO - BAQ;logistica
48763;POTRERILLOS SUBA;logistica
48764;COMUNEROS SUBA;logistica
48765;PUERTA DEL SOL SUBA;logistica
48766;LAS MERCEDES SUBA;logistica
48767;MONARCAS SUBA;logistica
48768;LA CAÑIZA SUBA;logistica
48769;COBRO DIGITAL;logistica
48770;ATENAS SUBA;logistica
48772;EL ROSAL;logistica
48773;ISABELA;logistica
48776;VILLA 1;logistica
48781;CENTRO;logistica
48782;EL CRUCERO;logistica
48783;EL CENTRO;logistica
48785;VILLA LUISA;logistica
48786;VILLA 5;logistica
48787;PALMERAL;logistica
48788;VILLA 3;logistica
48789;VILLA JUANITA;logistica
48790;EL NAZARENO;logistica
48792;VILLA 4;logistica
48793;VILLA ESPERANZA;logistica
48794;SAN CARLOS;logistica
48796;HORIZONTE;logistica
48797;BOCA CANOA;logistica
48798;LA FLORESTA;logistica
48799;COLINAS DEL BOSQUE;logistica
48800;SANTA LUCIA;logistica
48801;EL PALMAR;logistica
48802;LA ALDEA;logistica
48803;SAN JOAQUIN (VIA SUPER 13);logistica
48804;LAS ORQUIDEAS (VIA SUPER 13);logistica
48805;URBANIZACION VILLA COMUNERA (VIA SUPER 13);logistica
48806;EL TREBOL (VIA SUPER 13);logistica
48807;LUIS CARLOS GALAN (VIA SUPER13);logistica
48808;EL JARDIN (VIA SUPER 13);logistica
48809;EL DANUBIO (VIA SUPER13);logistica
48810;VILLA DEL CARMEN;logistica
48811;ALVARO PATIÑO 2 (FRAILES);logistica
48812;CAMILO MEJIA (FRAILES);logistica
48813;SATURNO (FRAILES);logistica
48814;GALATEA PARQUE RESIDENCIAL;logistica
48815;FLORESTA PARQUE RESIDENCIAL;logistica
48817;VILLAS DE LA PRADERA;logistica
48824;CONJUNTO LA GIRALDA;logistica
48825;SAN CARLOS (VIA SUPER 13);logistica
48827;LOS ANGELES;logistica
48828;VILLA AMALIA (VIA SUPER 13);logistica
48830;EL JUBILEO (VIA SUPER 13);logistica
48832;JOSE GAVIRIA CALDERON (VIA SUPER 13);logistica
48834;CAMBULOS (VIA SUPER 13);logistica
48835;LA INDEPENDENCIA (VIA SUPER 13);logistica
48836;LA PAZ (SECTOR CLINICA CONF);logistica
48837;ALAMOS (SECTOR CLINICA CONF);logistica
48838;VILLA JULIANA (SECTOR CLINICA CONF);logistica
48839;VILLA LORENA (SECTOR CLINICA CONF);logistica
48841;GUAYACANES (SECTOR CLINICA CONF);logistica
48842;LOS CEREZOS;logistica
48846;EL PRADO (SECTOR CLINICA CONF);logistica
48850;EL SAMAN;logistica
48851;JUAN B 23;logistica
48852;ROSALES;logistica
48853;COOPERATIVO;logistica
48854;CIUDADELA LA PAZ;logistica
48855;RINCON DE LA LOMA;logistica
48856;EMAUS;logistica
48858;BOSQUES DE LA ACUARELA ETP 1 LOT 1;logistica
48859;BOSQUES DE LA ACUARELA ETP 1 LOT 2;logistica
48863;BOSQUES DE LA ACUARELA ETP 4;logistica
48870;LA ARBOLEDA;logistica
48873;URBANIZACION LOS CHIMINANGOS;logistica
48876;LAURELES;logistica
48877;LA ARENERA;logistica
48880;SANTA ISABEL (CARTAGO);logistica
